session_id,fan_id,match_id,session_seconds,pages_viewed,device,converted_to_purchase,timestamp
S012250,F00032,M016,284,"live_scores, team_profile, match_schedule",mobile,False,2026-06-14
S012251,F01829,M030,25,"ticket_checkout, match_schedule",mobile,False,2026-06-19
S012252,F02645,M026,45,"team_profile, merch_store, ticket_checkout, highlights, fan_zone",desktop,False,2026-06-26
S012253,F04149,M041,43,"ticket_checkout, team_profile, merch_store, home",mobile,False,2026-07-01
S012254,F01186,M043,86,team_profile,mobile,False,2026-06-28
S012255,F05498,M043,22,"account, merch_store, ticket_checkout, fan_zone",desktop,False,2026-06-27
S012256,F02048,M003,32,highlights,mobile,False,2026-06-15
S012257,F01517,M035,36,"team_profile, merch_store, live_scores",mobile,False,2026-06-23
S012258,F00920,M040,322,"merch_store, live_scores",mobile,False,2026-07-03
S012259,F04214,M005,533,"match_schedule, merch_store, account",desktop,False,2026-06-08
S012260,F03541,M037,141,"merch_store, live_scores, match_schedule",mobile,False,2026-06-28
S012261,F01284,M029,19,"merch_store, live_scores",mobile,False,2026-06-27
S012262,F00080,M014,420,"live_scores, ticket_checkout",mobile,False,2026-06-11
S012263,F01125,M026,208,"account, merch_store",mobile,False,2026-06-27
S012264,F03140,M034,409,"highlights, home, ticket_checkout",mobile,False,2026-06-20
S012265,F02641,M015,338,account,desktop,False,2026-06-09
S012266,F05762,M030,440,merch_store,mobile,False,2026-06-21
S012267,F03596,M013,6,"account, fan_zone",mobile,False,2026-06-10
S012268,F05385,M030,55,"fan_zone, team_profile, home, live_scores, ticket_checkout",mobile,False,2026-06-17
S012269,F05502,M034,167,"live_scores, home, fan_zone, merch_store, ticket_checkout",mobile,True,2026-06-29
S012270,F03198,M020,67,"ticket_checkout, live_scores",desktop,False,2026-06-11
S012271,F05076,M021,536,live_scores,mobile,True,2026-06-18
S012272,F05751,M038,641,"live_scores, fan_zone, team_profile, ticket_checkout",desktop,False,2026-07-01
S012273,F00308,M046,197,"live_scores, home",mobile,False,2026-07-06
S012274,F03415,M046,33,"highlights, match_schedule",mobile,False,2026-07-06
S012275,F05624,M003,363,"home, account",desktop,False,2026-06-10
S012276,F04217,M046,9,"live_scores, ticket_checkout, highlights, merch_store",mobile,False,2026-07-03
S012277,F01300,M046,111,"merch_store, live_scores, team_profile",mobile,False,2026-06-28
S012278,F04357,M046,316,"merch_store, highlights, ticket_checkout, match_schedule",mobile,False,2026-06-29
S012279,F01616,M020,112,team_profile,desktop,False,2026-06-17
S012280,F02718,M041,206,"match_schedule, ticket_checkout, merch_store, home",desktop,False,2026-06-24
S012281,F04089,M031,94,"fan_zone, ticket_checkout, live_scores, team_profile",mobile,True,2026-06-30
S012282,F03195,M006,490,"live_scores, home, ticket_checkout, match_schedule",mobile,False,2026-06-05
S012283,F04973,M048,57,"ticket_checkout, fan_zone, live_scores",desktop,False,2026-06-26
S012284,F02054,M033,169,"merch_store, home, team_profile, live_scores",mobile,False,2026-06-21
S012285,F02138,M010,8,"fan_zone, home, highlights, account, team_profile",mobile,True,2026-06-16
S012286,F05576,M041,95,"live_scores, highlights, merch_store",mobile,False,2026-07-04
S012287,F01228,M007,230,"account, fan_zone, merch_store, team_profile, highlights",mobile,False,2026-06-18
S012288,F05848,M012,12,"highlights, ticket_checkout, merch_store",mobile,False,2026-06-17
S012289,F00780,M014,5,"highlights, team_profile, merch_store",mobile,False,2026-06-08
S012290,F04033,M048,101,team_profile,mobile,False,2026-06-29
S012291,F04120,M012,318,"highlights, team_profile",mobile,False,2026-06-07
S012292,F04917,M011,105,"merch_store, home, team_profile, fan_zone, account",mobile,False,2026-06-10
S012293,F05999,M022,36,"account, match_schedule, live_scores, highlights",mobile,False,2026-06-15
S012294,F04000,M045,10,live_scores,mobile,False,2026-06-27
S012295,F01583,M005,567,"merch_store, highlights, team_profile, account",mobile,False,2026-06-17
S012296,F05930,M048,189,"ticket_checkout, merch_store, home, fan_zone, account",tablet,False,2026-07-04
S012297,F00331,M014,188,fan_zone,mobile,False,2026-06-18
S012298,F01143,M032,244,"live_scores, team_profile, fan_zone, highlights",desktop,False,2026-06-28
S012299,F02604,M014,66,"fan_zone, account",mobile,False,2026-06-13
S012300,F03155,M017,470,"team_profile, match_schedule, highlights",mobile,False,2026-06-16
S012301,F02833,M028,234,"highlights, match_schedule, home, team_profile, live_scores",desktop,False,2026-06-26
S012302,F01240,M012,33,"account, highlights, ticket_checkout",tablet,False,2026-06-17
S012303,F03071,M018,45,"live_scores, team_profile, highlights, ticket_checkout, fan_zone",mobile,False,2026-06-13
S012304,F05146,M016,303,"fan_zone, ticket_checkout, account",mobile,False,2026-06-20
S012305,F00545,M038,47,"fan_zone, team_profile, merch_store",tablet,False,2026-06-27
S012306,F00692,M019,307,"team_profile, home",mobile,False,2026-06-21
S012307,F04685,M020,39,account,tablet,False,2026-06-20
S012308,F03364,M042,120,"highlights, account, fan_zone, merch_store",desktop,False,2026-06-27
S012309,F03420,M011,166,"highlights, ticket_checkout, merch_store",mobile,False,2026-06-16
S012310,F02090,M028,912,match_schedule,mobile,False,2026-06-21
S012311,F04413,M034,49,"account, merch_store, team_profile",mobile,False,2026-06-23
S012312,F05893,M014,23,"match_schedule, ticket_checkout, live_scores, account, team_profile",mobile,False,2026-06-21
S012313,F04635,M047,212,"merch_store, account, live_scores",mobile,False,2026-06-27
S012314,F03493,M046,92,"fan_zone, account, match_schedule",mobile,False,2026-06-26
S012315,F04742,M038,153,team_profile,mobile,False,2026-07-03
S012316,F02145,M016,260,highlights,mobile,True,2026-06-13
S012317,F03294,M004,113,"merch_store, fan_zone",desktop,False,2026-06-07
S012318,F01406,M043,175,live_scores,mobile,False,2026-06-27
S012319,F04772,M024,70,"match_schedule, ticket_checkout, account",mobile,False,2026-06-14
S012320,F02811,M025,92,"live_scores, fan_zone",tablet,False,2026-06-22
S012321,F00996,M047,185,"ticket_checkout, account, merch_store, live_scores",desktop,False,2026-07-08
S012322,F00172,M046,222,"match_schedule, ticket_checkout, live_scores, highlights, fan_zone",mobile,False,2026-07-02
S012323,F00446,M027,337,"fan_zone, highlights, home, live_scores",mobile,False,2026-06-21
S012324,F04370,M021,237,"home, highlights, account, team_profile",desktop,False,2026-06-23
S012325,F04454,M034,15,"merch_store, live_scores, match_schedule, team_profile, account",desktop,False,2026-06-18
S012326,F00815,M029,211,"match_schedule, ticket_checkout, home, account, fan_zone",mobile,False,2026-06-21
S012327,F04109,M023,818,"fan_zone, team_profile, home",desktop,False,2026-06-20
S012328,F05551,M010,92,team_profile,desktop,False,2026-06-11
S012329,F04247,M017,29,highlights,mobile,False,2026-06-14
S012330,F05538,M020,479,"merch_store, match_schedule, team_profile, home, fan_zone",desktop,False,2026-06-14
S012331,F03939,M031,44,team_profile,desktop,False,2026-06-18
S012332,F04799,M016,33,"team_profile, highlights, merch_store, ticket_checkout, home",desktop,False,2026-06-19
S012333,F04079,M032,20,"account, ticket_checkout",mobile,False,2026-06-17
S012334,F05957,M041,389,ticket_checkout,mobile,False,2026-06-26
S012335,F01839,M005,140,"account, home, team_profile, live_scores, ticket_checkout",tablet,False,2026-06-04
S012336,F01994,M039,249,"match_schedule, fan_zone, highlights, team_profile",mobile,False,2026-06-25
S012337,F04308,M007,101,"fan_zone, home, merch_store, account, live_scores",mobile,False,2026-06-12
S012338,F02506,M010,300,"team_profile, fan_zone, highlights, match_schedule",mobile,False,2026-06-06
S012339,F02164,M016,96,home,mobile,False,2026-06-10
S012340,F00898,M004,5,"team_profile, highlights, fan_zone, account",desktop,False,2026-06-15
S012341,F00087,M039,197,"account, ticket_checkout, merch_store, team_profile, home",mobile,True,2026-07-04
S012342,F03847,M022,112,"live_scores, match_schedule, highlights, ticket_checkout",mobile,False,2026-06-17
S012343,F04838,M047,53,"ticket_checkout, merch_store",mobile,False,2026-06-26
S012344,F00452,M012,49,"live_scores, home, fan_zone, match_schedule, highlights",mobile,False,2026-06-08
S012345,F00721,M007,154,"team_profile, fan_zone, highlights, live_scores, ticket_checkout",mobile,False,2026-06-15
S012346,F02160,M008,533,"highlights, live_scores, team_profile, match_schedule",mobile,False,2026-06-15
S012347,F04882,M024,247,"fan_zone, home, match_schedule, team_profile, ticket_checkout",tablet,False,2026-06-26
S012348,F05883,M015,69,"team_profile, home, match_schedule, account",mobile,False,2026-06-13
S012349,F02107,M026,298,"account, match_schedule, ticket_checkout, merch_store, live_scores",mobile,True,2026-06-26
S012350,F05689,M009,127,"merch_store, live_scores",desktop,False,2026-06-13
S012351,F03294,M039,63,"team_profile, highlights, ticket_checkout",mobile,False,2026-06-29
S012352,F02643,M013,105,"match_schedule, fan_zone, team_profile, merch_store",mobile,False,2026-06-13
S012353,F02789,M019,104,"highlights, live_scores, home, ticket_checkout",mobile,False,2026-06-20
S012354,F00701,M038,425,"match_schedule, live_scores, home, account, ticket_checkout",mobile,False,2026-06-24
S012355,F00013,M017,92,"ticket_checkout, match_schedule, account, highlights, home",desktop,False,2026-06-18
S012356,F02009,M044,148,"live_scores, highlights, account",mobile,False,2026-06-26
S012357,F05986,M027,71,ticket_checkout,desktop,False,2026-06-23
S012358,F00909,M008,323,"account, live_scores, highlights",mobile,False,2026-06-16
S012359,F02750,M009,84,"fan_zone, merch_store",mobile,False,2026-06-12
S012360,F01522,M038,231,"fan_zone, live_scores, match_schedule, team_profile, ticket_checkout",mobile,False,2026-06-21
S012361,F01198,M010,140,"ticket_checkout, merch_store, match_schedule, live_scores",mobile,False,2026-06-17
S012362,F05261,M033,70,"highlights, live_scores, home",mobile,False,2026-06-26
S012363,F02467,M007,53,"home, match_schedule",mobile,False,2026-06-18
S012364,F04306,M041,332,"fan_zone, highlights, home, merch_store, account",mobile,False,2026-07-02
S012365,F05857,M028,183,"team_profile, match_schedule",mobile,False,2026-06-25
S012366,F05785,M027,234,"highlights, team_profile, live_scores",mobile,False,2026-06-23
S012367,F04783,M008,48,"merch_store, home, team_profile",mobile,False,2026-06-06
S012368,F05258,M011,164,"team_profile, live_scores, ticket_checkout, fan_zone",mobile,False,2026-06-14
S012369,F01297,M001,89,"highlights, home, ticket_checkout",mobile,False,2026-06-06
S012370,F01099,M038,6,"highlights, merch_store",mobile,False,2026-06-30
S012371,F03345,M017,66,"fan_zone, merch_store, highlights, team_profile, ticket_checkout",mobile,False,2026-06-10
S012372,F02895,M047,13,"highlights, ticket_checkout",desktop,False,2026-06-28
S012373,F02707,M020,28,"ticket_checkout, merch_store",desktop,False,2026-06-18
S012374,F04991,M010,24,ticket_checkout,mobile,False,2026-06-19
S012375,F01053,M031,635,"account, match_schedule",mobile,False,2026-06-19
S012376,F04379,M028,43,"merch_store, account, home",mobile,False,2026-06-20
S012377,F01465,M008,11,"team_profile, home",desktop,False,2026-06-13
S012378,F00269,M044,305,"live_scores, merch_store, fan_zone",desktop,False,2026-07-02
S012379,F00220,M045,957,"live_scores, account, match_schedule",mobile,False,2026-07-02
S012380,F00442,M040,345,"team_profile, match_schedule",mobile,False,2026-06-25
S012381,F04331,M018,82,"team_profile, fan_zone, highlights, merch_store, live_scores",mobile,False,2026-06-23
S012382,F02968,M045,85,highlights,mobile,False,2026-07-07
S012383,F03912,M024,411,"team_profile, match_schedule, live_scores",mobile,False,2026-06-23
S012384,F03656,M017,69,"home, highlights",mobile,False,2026-06-12
S012385,F02917,M040,89,"highlights, account",mobile,False,2026-06-24
S012386,F03063,M047,7,"account, merch_store, highlights",mobile,False,2026-07-03
S012387,F01464,M013,204,"merch_store, match_schedule",mobile,False,2026-06-09
S012388,F04886,M001,61,account,desktop,False,2026-06-10
S012389,F02783,M048,232,"ticket_checkout, fan_zone",mobile,False,2026-06-26
S012390,F02605,M045,225,highlights,desktop,False,2026-07-07
S012391,F05328,M012,272,"account, team_profile, live_scores",mobile,False,2026-06-20
S012392,F03203,M046,20,"team_profile, fan_zone, merch_store, ticket_checkout, account",mobile,False,2026-07-04
S012393,F01739,M047,336,"home, ticket_checkout, account, highlights, merch_store",mobile,True,2026-07-05
S012394,F03769,M003,5,"account, fan_zone, live_scores, team_profile",mobile,False,2026-06-10
S012395,F02394,M037,88,"match_schedule, account",mobile,False,2026-06-29
S012396,F02512,M004,207,"home, match_schedule",mobile,False,2026-06-12
S012397,F03354,M041,117,ticket_checkout,tablet,False,2026-06-22
S012398,F05752,M014,172,"live_scores, team_profile",mobile,False,2026-06-09
S012399,F05771,M033,17,"team_profile, match_schedule, merch_store, ticket_checkout",desktop,False,2026-07-01
S012400,F03288,M048,85,"home, highlights",mobile,False,2026-07-07
S012401,F00842,M023,30,"team_profile, live_scores",mobile,False,2026-06-14
S012402,F03309,M039,11,"account, merch_store, fan_zone, home, highlights",mobile,False,2026-06-25
S012403,F01994,M022,150,"fan_zone, ticket_checkout, team_profile, live_scores, match_schedule",desktop,False,2026-06-24
S012404,F02857,M016,45,"team_profile, fan_zone, highlights, match_schedule",mobile,False,2026-06-20
S012405,F02401,M043,229,highlights,desktop,False,2026-07-02
S012406,F04330,M012,30,"account, live_scores, team_profile",mobile,False,2026-06-17
S012407,F02609,M014,118,"team_profile, live_scores, home, ticket_checkout",desktop,False,2026-06-09
S012408,F03490,M033,123,"home, fan_zone, account, match_schedule, team_profile",desktop,False,2026-06-19
S012409,F02401,M011,298,"highlights, account, merch_store",desktop,False,2026-06-12
S012410,F00027,M001,296,"fan_zone, merch_store, account, match_schedule",desktop,False,2026-06-12
S012411,F04174,M042,100,"highlights, team_profile, live_scores",mobile,False,2026-07-01
S012412,F05131,M033,30,live_scores,mobile,False,2026-07-01
S012413,F03581,M041,86,"match_schedule, fan_zone",mobile,False,2026-07-03
S012414,F02382,M047,156,"account, match_schedule",mobile,False,2026-07-02
S012415,F04549,M018,291,merch_store,mobile,False,2026-06-23
S012416,F04853,M003,56,ticket_checkout,desktop,False,2026-06-13
S012417,F02303,M018,199,fan_zone,mobile,False,2026-06-18
S012418,F02295,M036,130,"match_schedule, team_profile, ticket_checkout, fan_zone",mobile,False,2026-06-20
S012419,F04764,M006,45,"home, match_schedule, highlights, team_profile",mobile,False,2026-06-11
S012420,F02082,M012,69,team_profile,mobile,False,2026-06-19
S012421,F00172,M005,42,"home, fan_zone, merch_store",mobile,False,2026-06-09
S012422,F00755,M047,181,"ticket_checkout, match_schedule, account",mobile,False,2026-06-29
S012423,F00475,M024,40,"merch_store, fan_zone, highlights, team_profile",desktop,False,2026-06-15
S012424,F00257,M018,96,"team_profile, fan_zone, merch_store, account, ticket_checkout",desktop,False,2026-06-15
S012425,F01423,M030,314,"home, account, highlights",desktop,False,2026-06-16
S012426,F01230,M028,332,"merch_store, live_scores, ticket_checkout",desktop,False,2026-06-17
S012427,F01978,M007,193,"team_profile, match_schedule, home, ticket_checkout",desktop,False,2026-06-14
S012428,F05520,M018,70,"fan_zone, account, highlights",mobile,False,2026-06-15
S012429,F00342,M022,204,merch_store,mobile,False,2026-06-24
S012430,F05403,M030,97,"match_schedule, ticket_checkout, account",mobile,False,2026-06-23
S012431,F03700,M028,76,"match_schedule, highlights",mobile,True,2026-06-23
S012432,F03451,M014,73,"home, live_scores, fan_zone",mobile,False,2026-06-08
S012433,F02282,M015,27,"team_profile, ticket_checkout, fan_zone, account",mobile,False,2026-06-20
S012434,F01451,M002,17,"highlights, home",mobile,False,2026-06-06
S012435,F00218,M046,40,"match_schedule, ticket_checkout",mobile,False,2026-07-05
S012436,F02658,M047,64,"merch_store, live_scores, home, account, ticket_checkout",desktop,False,2026-06-29
S012437,F05458,M017,5,fan_zone,mobile,False,2026-06-15
S012438,F02154,M026,76,fan_zone,mobile,False,2026-06-21
S012439,F02555,M037,5,"account, match_schedule",mobile,True,2026-06-24
S012440,F03412,M031,80,live_scores,tablet,False,2026-06-19
S012441,F00073,M031,71,"ticket_checkout, live_scores, match_schedule, merch_store, fan_zone",mobile,False,2026-06-25
S012442,F01692,M026,10,"live_scores, account, merch_store",mobile,False,2026-06-20
S012443,F02630,M002,176,"highlights, home, live_scores, fan_zone",mobile,False,2026-06-05
S012444,F05287,M005,287,"live_scores, ticket_checkout, account",mobile,False,2026-06-14
S012445,F01360,M037,91,live_scores,mobile,False,2026-06-21
S012446,F00813,M016,99,"ticket_checkout, match_schedule, team_profile, live_scores, home",desktop,False,2026-06-13
S012447,F03686,M007,353,"live_scores, ticket_checkout, highlights, home, account",mobile,True,2026-06-11
S012448,F05406,M025,97,"home, merch_store",mobile,False,2026-06-20
S012449,F05094,M009,304,"team_profile, home, merch_store",desktop,False,2026-06-12
S012450,F05636,M025,11,"team_profile, ticket_checkout, merch_store",desktop,False,2026-06-24
S012451,F02440,M013,5,"highlights, account, match_schedule",mobile,False,2026-06-14
S012452,F01340,M040,5,"fan_zone, ticket_checkout, home",desktop,False,2026-07-02
S012453,F03328,M018,330,"live_scores, home, ticket_checkout, fan_zone",desktop,False,2026-06-21
S012454,F04378,M041,117,"highlights, home",mobile,False,2026-07-02
S012455,F00363,M012,233,highlights,mobile,False,2026-06-12
S012456,F04903,M025,26,"live_scores, fan_zone, team_profile, home",desktop,False,2026-06-17
S012457,F04195,M032,46,"fan_zone, team_profile",mobile,False,2026-06-21
S012458,F00020,M048,373,"account, home, fan_zone, merch_store",mobile,False,2026-07-05
S012459,F00010,M011,404,"merch_store, fan_zone, ticket_checkout",desktop,True,2026-06-11
S012460,F03390,M002,178,"merch_store, match_schedule, team_profile, fan_zone, home",tablet,False,2026-06-09
S012461,F00789,M033,341,account,desktop,False,2026-06-26
S012462,F04021,M003,605,"live_scores, ticket_checkout, team_profile",mobile,False,2026-06-10
S012463,F02880,M021,248,"highlights, merch_store, account, live_scores, team_profile",mobile,False,2026-06-19
S012464,F05839,M036,75,"home, fan_zone",desktop,False,2026-06-20
S012465,F02329,M037,11,"match_schedule, team_profile",mobile,False,2026-06-24
S012466,F05395,M004,10,"ticket_checkout, merch_store",mobile,False,2026-06-14
S012467,F01823,M006,215,"highlights, ticket_checkout, account, match_schedule, fan_zone",mobile,False,2026-06-09
S012468,F05883,M035,17,"merch_store, team_profile",mobile,False,2026-06-21
S012469,F04277,M024,123,"live_scores, account, highlights, merch_store",desktop,False,2026-06-15
S012470,F00540,M019,171,live_scores,mobile,False,2026-06-18
S012471,F01997,M009,36,"highlights, team_profile",mobile,True,2026-06-17
S012472,F02672,M023,121,"live_scores, match_schedule, home",mobile,False,2026-06-16
S012473,F04631,M015,5,"live_scores, account, ticket_checkout",mobile,False,2026-06-20
S012474,F03143,M026,118,live_scores,mobile,False,2026-06-19
S012475,F02315,M012,178,"highlights, merch_store",mobile,False,2026-06-12
S012476,F01504,M039,148,team_profile,desktop,False,2026-07-04
S012477,F02649,M005,254,"team_profile, live_scores, home",mobile,False,2026-06-07
S012478,F00059,M020,251,"highlights, account",mobile,False,2026-06-16
S012479,F02038,M008,36,"match_schedule, fan_zone, account",mobile,False,2026-06-13
S012480,F01679,M040,159,"ticket_checkout, home",mobile,False,2026-06-29
S012481,F02728,M023,209,"match_schedule, fan_zone, live_scores",mobile,False,2026-06-17
S012482,F02066,M044,135,"account, fan_zone",desktop,False,2026-07-04
S012483,F01658,M012,146,"team_profile, home, ticket_checkout",tablet,False,2026-06-12
S012484,F03958,M037,70,"team_profile, highlights, ticket_checkout, live_scores",mobile,False,2026-06-21
S012485,F00674,M022,20,"account, fan_zone, highlights, live_scores",desktop,False,2026-06-15
S012486,F02882,M044,116,"ticket_checkout, merch_store, fan_zone",desktop,False,2026-07-04
S012487,F03252,M042,301,"team_profile, match_schedule, account, ticket_checkout",mobile,False,2026-06-28
S012488,F03115,M044,310,merch_store,mobile,False,2026-07-06
S012489,F05379,M018,110,"ticket_checkout, team_profile, merch_store",desktop,True,2026-06-16
S012490,F00279,M005,346,"home, account, match_schedule",mobile,False,2026-06-13
S012491,F03722,M029,425,"match_schedule, team_profile, highlights, fan_zone",mobile,False,2026-06-26
S012492,F04413,M018,168,live_scores,mobile,False,2026-06-14
S012493,F02769,M020,986,"home, live_scores, account, highlights, fan_zone",mobile,False,2026-06-18
S012494,F01354,M043,49,"team_profile, home, live_scores, match_schedule",mobile,False,2026-07-03
S012495,F00249,M007,770,"team_profile, match_schedule, merch_store, live_scores",desktop,True,2026-06-05
S012496,F03079,M021,67,"fan_zone, highlights",mobile,True,2026-06-13
S012497,F00495,M015,24,fan_zone,mobile,False,2026-06-15
S012498,F05013,M020,101,"ticket_checkout, account, live_scores",tablet,False,2026-06-11
S012499,F01348,M018,47,ticket_checkout,mobile,False,2026-06-10
S012500,F05379,M017,284,"merch_store, live_scores, home, account",mobile,False,2026-06-16
S012501,F02183,M034,601,"fan_zone, live_scores",mobile,False,2026-06-21
S012502,F02241,M002,5,"highlights, live_scores, team_profile",mobile,False,2026-06-12
S012503,F01504,M011,34,"highlights, account, fan_zone",mobile,False,2026-06-18
S012504,F03065,M026,180,"fan_zone, match_schedule",mobile,False,2026-06-22
S012505,F04211,M016,49,"fan_zone, match_schedule",tablet,False,2026-06-13
S012506,F00731,M015,117,home,mobile,False,2026-06-22
S012507,F04202,M004,47,"home, ticket_checkout, team_profile, live_scores, match_schedule",mobile,False,2026-06-06
S012508,F04269,M017,253,"merch_store, account, ticket_checkout, live_scores, team_profile",mobile,False,2026-06-12
S012509,F05546,M030,116,"highlights, live_scores, merch_store, account, ticket_checkout",desktop,False,2026-06-28
S012510,F00286,M035,5,"home, ticket_checkout",mobile,False,2026-06-28
S012511,F05911,M044,247,account,desktop,False,2026-07-01
S012512,F01053,M046,75,"match_schedule, account, ticket_checkout, team_profile",mobile,False,2026-07-04
S012513,F01390,M006,56,"merch_store, highlights, team_profile, live_scores, home",mobile,False,2026-06-14
S012514,F01938,M030,450,"fan_zone, live_scores, match_schedule",mobile,False,2026-06-20
S012515,F00308,M005,56,live_scores,desktop,False,2026-06-05
S012516,F04653,M040,474,fan_zone,desktop,False,2026-07-01
S012517,F03016,M027,38,fan_zone,mobile,False,2026-06-20
S012518,F02824,M033,478,home,mobile,False,2026-06-19
S012519,F03344,M013,74,"highlights, match_schedule, live_scores, merch_store, ticket_checkout",mobile,False,2026-06-11
S012520,F01053,M036,95,"merch_store, ticket_checkout",mobile,False,2026-06-30
S012521,F00511,M009,137,"home, team_profile",mobile,False,2026-06-09
S012522,F01346,M044,171,"fan_zone, merch_store",tablet,False,2026-07-04
S012523,F02930,M001,58,"live_scores, highlights, match_schedule, home, team_profile",mobile,False,2026-06-09
S012524,F05373,M047,149,"merch_store, team_profile",mobile,False,2026-07-02
S012525,F03965,M044,116,"account, team_profile",mobile,False,2026-06-25
S012526,F04305,M044,588,"account, merch_store",mobile,False,2026-06-26
S012527,F03839,M005,67,"account, merch_store, highlights",desktop,False,2026-06-16
S012528,F01991,M017,419,"match_schedule, home",mobile,False,2026-06-22
S012529,F02244,M007,358,"highlights, live_scores",desktop,False,2026-06-15
S012530,F00029,M008,708,"team_profile, match_schedule, highlights, merch_store",mobile,False,2026-06-15
S012531,F00258,M008,334,"match_schedule, ticket_checkout, team_profile",desktop,False,2026-06-13
S012532,F02053,M014,12,"merch_store, live_scores",mobile,False,2026-06-08
S012533,F03247,M006,5,"home, merch_store, ticket_checkout",mobile,False,2026-06-14
S012534,F00656,M026,230,"merch_store, highlights, team_profile, fan_zone, ticket_checkout",mobile,True,2026-06-21
S012535,F01817,M019,65,"account, fan_zone",mobile,False,2026-06-16
S012536,F05364,M007,40,"account, merch_store, highlights, team_profile",mobile,False,2026-06-18
S012537,F03025,M033,39,"team_profile, live_scores",mobile,False,2026-06-27
S012538,F01987,M016,5,"team_profile, home, live_scores, merch_store",mobile,False,2026-06-17
S012539,F02454,M014,56,"ticket_checkout, fan_zone",desktop,True,2026-06-10
S012540,F04948,M038,67,"live_scores, match_schedule",mobile,False,2026-06-28
S012541,F00570,M043,543,"highlights, match_schedule, account",mobile,False,2026-07-02
S012542,F05641,M003,330,"fan_zone, live_scores",desktop,False,2026-06-07
S012543,F02745,M034,192,"home, ticket_checkout, merch_store",mobile,True,2026-06-18
S012544,F01278,M014,186,"fan_zone, highlights, live_scores",desktop,False,2026-06-13
S012545,F00146,M020,145,"account, merch_store, team_profile, match_schedule, ticket_checkout",mobile,False,2026-06-16
S012546,F00084,M043,115,"account, merch_store, highlights, match_schedule",mobile,False,2026-07-03
S012547,F01525,M001,315,"team_profile, ticket_checkout",mobile,False,2026-06-14
S012548,F03370,M023,59,"ticket_checkout, match_schedule, highlights, merch_store, home",mobile,True,2026-06-17
S012549,F05616,M030,62,"team_profile, ticket_checkout, fan_zone, merch_store",mobile,False,2026-06-20
S012550,F04512,M020,12,match_schedule,mobile,False,2026-06-19
S012551,F05143,M025,565,"ticket_checkout, team_profile",desktop,False,2026-06-21
S012552,F01062,M002,160,highlights,desktop,False,2026-06-08
S012553,F03762,M038,230,"ticket_checkout, merch_store, home, team_profile, account",mobile,False,2026-06-20
S012554,F00352,M047,122,team_profile,desktop,False,2026-07-07
S012555,F03349,M039,84,"highlights, live_scores, team_profile",mobile,False,2026-06-28
S012556,F03600,M023,285,home,mobile,False,2026-06-21
S012557,F01851,M013,5,"fan_zone, match_schedule, account, highlights",mobile,False,2026-06-09
S012558,F01682,M036,24,"home, account, ticket_checkout, team_profile, merch_store",tablet,False,2026-07-01
S012559,F03683,M046,731,"merch_store, highlights",tablet,False,2026-06-26
S012560,F02139,M036,185,"fan_zone, merch_store",desktop,False,2026-06-28
S012561,F01668,M021,330,"highlights, match_schedule",mobile,True,2026-06-21
S012562,F00912,M028,143,"team_profile, fan_zone, home, highlights, live_scores",mobile,False,2026-06-19
S012563,F03517,M003,508,"team_profile, live_scores, fan_zone, account, highlights",mobile,False,2026-06-04
S012564,F05874,M002,130,"team_profile, highlights, merch_store, fan_zone",tablet,False,2026-06-02
S012565,F00153,M009,130,"ticket_checkout, live_scores, match_schedule, home, highlights",mobile,False,2026-06-08
S012566,F02694,M019,199,"ticket_checkout, home",mobile,False,2026-06-15
S012567,F02612,M009,234,"fan_zone, highlights, home, ticket_checkout, account",mobile,False,2026-06-06
S012568,F02853,M044,186,match_schedule,mobile,False,2026-06-24
S012569,F03402,M038,317,"live_scores, account, ticket_checkout, merch_store, match_schedule",tablet,False,2026-06-30
S012570,F02989,M025,32,"account, home, fan_zone, match_schedule, highlights",mobile,False,2026-06-24
S012571,F05219,M018,293,"merch_store, ticket_checkout",mobile,False,2026-06-10
S012572,F04371,M009,59,"fan_zone, live_scores, home",mobile,False,2026-06-07
S012573,F04705,M004,105,"match_schedule, highlights, account, home, ticket_checkout",mobile,False,2026-06-08
S012574,F03565,M022,678,"home, ticket_checkout",mobile,False,2026-06-12
S012575,F01776,M035,221,home,mobile,False,2026-06-23
S012576,F02763,M006,131,"live_scores, account",mobile,False,2026-06-10
S012577,F05907,M013,221,"merch_store, live_scores, home, fan_zone",desktop,False,2026-06-20
S012578,F00796,M017,95,"highlights, ticket_checkout, live_scores, fan_zone, match_schedule",mobile,False,2026-06-15
S012579,F03227,M025,142,merch_store,mobile,False,2026-06-20
S012580,F04146,M031,732,account,desktop,False,2026-06-29
S012581,F00138,M002,391,"home, match_schedule, merch_store",mobile,False,2026-06-03
S012582,F01710,M028,278,"match_schedule, home, account, live_scores",mobile,False,2026-06-26
S012583,F00341,M009,203,"fan_zone, home, ticket_checkout",mobile,False,2026-06-13
S012584,F02058,M013,448,"match_schedule, account, merch_store, highlights, ticket_checkout",desktop,True,2026-06-10
S012585,F01740,M014,257,"team_profile, highlights",mobile,False,2026-06-17
S012586,F02607,M032,56,"home, live_scores, team_profile",mobile,False,2026-06-21
S012587,F05367,M020,58,account,mobile,False,2026-06-22
S012588,F05148,M048,17,"ticket_checkout, live_scores, fan_zone, merch_store, match_schedule",mobile,False,2026-07-04
S012589,F05223,M030,116,"live_scores, home, ticket_checkout, fan_zone, account",mobile,False,2026-06-21
