fan_id,segment,offer_response_probability
F02003,Dormant / At-Risk,0.089
F02081,Dormant / At-Risk,0.089
F02090,Casual Followers,0.089
F02468,Dormant / At-Risk,0.089
F05802,Digital Browsers,0.089
F05785,Digital Browsers,0.089
F05677,Digital Browsers,0.089
F04863,Dormant / At-Risk,0.089
F02577,Dormant / At-Risk,0.089
F01142,Dormant / At-Risk,0.089
F03775,Dormant / At-Risk,0.089
F01899,Digital Browsers,0.089
F00764,Dormant / At-Risk,0.089
F03136,Dormant / At-Risk,0.089
F01307,Dormant / At-Risk,0.089
F05955,Digital Browsers,0.089
F03703,Dormant / At-Risk,0.089
F00849,Digital Browsers,0.089
F04284,Dormant / At-Risk,0.089
F02578,Dormant / At-Risk,0.089
F03161,Dormant / At-Risk,0.089
F01510,Dormant / At-Risk,0.089
F01856,Dormant / At-Risk,0.089
F03148,Dormant / At-Risk,0.089
F01787,Dormant / At-Risk,0.089
F01450,Dormant / At-Risk,0.089
F04546,Digital Browsers,0.089
F01325,Dormant / At-Risk,0.089
F01299,Dormant / At-Risk,0.089
F05903,Dormant / At-Risk,0.089
F01314,Dormant / At-Risk,0.089
F01209,Dormant / At-Risk,0.089
F03453,Digital Browsers,0.089
F03506,Casual Followers,0.089
F04737,Digital Browsers,0.089
F04729,Dormant / At-Risk,0.089
F01333,Dormant / At-Risk,0.089
F02693,Dormant / At-Risk,0.089
F04532,Casual Followers,0.089
F00043,Digital Browsers,0.089
F00038,Dormant / At-Risk,0.089
F02731,Dormant / At-Risk,0.089
F05992,Dormant / At-Risk,0.088
F02688,Casual Followers,0.088
F00499,Digital Browsers,0.088
F03413,Dormant / At-Risk,0.088
F04538,Dormant / At-Risk,0.088
F04544,Dormant / At-Risk,0.088
F01345,Dormant / At-Risk,0.088
F05931,Dormant / At-Risk,0.088
F04147,Dormant / At-Risk,0.088
F02707,Digital Browsers,0.088
F01357,Dormant / At-Risk,0.088
F01370,Dormant / At-Risk,0.088
F03495,Casual Followers,0.088
F04513,Digital Browsers,0.088
F00346,Dormant / At-Risk,0.088
F00760,Digital Browsers,0.088
F03144,Dormant / At-Risk,0.088
F01880,Dormant / At-Risk,0.088
F01955,Digital Browsers,0.088
F05962,Dormant / At-Risk,0.088
F01292,Digital Browsers,0.088
F05934,Dormant / At-Risk,0.088
F04835,Dormant / At-Risk,0.088
F01853,Dormant / At-Risk,0.088
F01847,Digital Browsers,0.088
F01862,Dormant / At-Risk,0.088
F04857,Dormant / At-Risk,0.088
F03354,Digital Browsers,0.088
F02585,Dormant / At-Risk,0.088
F05512,Casual Followers,0.088
F02055,Dormant / At-Risk,0.088
F04378,Digital Browsers,0.088
F04388,Dormant / At-Risk,0.088
F00717,Dormant / At-Risk,0.088
F00722,Dormant / At-Risk,0.088
F03543,Digital Browsers,0.088
F04499,Dormant / At-Risk,0.088
F05006,Dormant / At-Risk,0.088
F02175,Dormant / At-Risk,0.088
F02160,Casual Followers,0.088
F00181,Dormant / At-Risk,0.088
F04136,Dormant / At-Risk,0.088
F03365,Digital Browsers,0.088
F03572,Dormant / At-Risk,0.088
F03574,Digital Browsers,0.088
F05490,Dormant / At-Risk,0.088
F01078,Casual Followers,0.088
F00265,Dormant / At-Risk,0.088
F05896,Dormant / At-Risk,0.088
F05496,Digital Browsers,0.088
F02568,Casual Followers,0.088
F03203,Digital Browsers,0.088
F03205,Digital Browsers,0.088
F05795,Digital Browsers,0.088
F03998,Dormant / At-Risk,0.088
F05111,Dormant / At-Risk,0.088
F04648,Digital Browsers,0.088
F00922,Dormant / At-Risk,0.088
F00925,Dormant / At-Risk,0.088
F03897,Dormant / At-Risk,0.088
F00569,Dormant / At-Risk,0.088
F05728,Dormant / At-Risk,0.088
F03296,Dormant / At-Risk,0.088
F05296,Digital Browsers,0.088
F03577,Casual Followers,0.088
F04064,Digital Browsers,0.088
F02854,Dormant / At-Risk,0.088
F00792,Digital Browsers,0.088
F03119,Digital Browsers,0.088
F04423,Dormant / At-Risk,0.088
F04732,Digital Browsers,0.088
F02240,Digital Browsers,0.088
F04995,Dormant / At-Risk,0.088
F04304,Dormant / At-Risk,0.088
F00582,Casual Followers,0.088
F05002,Digital Browsers,0.088
F01469,Dormant / At-Risk,0.088
F01470,Dormant / At-Risk,0.088
F01671,Dormant / At-Risk,0.088
F01673,Casual Followers,0.088
F04589,Dormant / At-Risk,0.088
F04902,Dormant / At-Risk,0.088
F00257,Dormant / At-Risk,0.088
F01658,Digital Browsers,0.088
F01713,Dormant / At-Risk,0.088
F05866,Dormant / At-Risk,0.088
F05086,Casual Followers,0.088
F00030,Digital Browsers,0.088
F00600,Dormant / At-Risk,0.088
F04712,Dormant / At-Risk,0.088
F04439,Dormant / At-Risk,0.088
F01721,Digital Browsers,0.088
F02998,Dormant / At-Risk,0.088
F02907,Dormant / At-Risk,0.088
F02298,Dormant / At-Risk,0.088
F02285,Dormant / At-Risk,0.088
F01050,Dormant / At-Risk,0.088
F01026,Casual Followers,0.088
F01392,Dormant / At-Risk,0.088
F01145,Dormant / At-Risk,0.088
F01937,Dormant / At-Risk,0.088
F00427,Digital Browsers,0.088
F04969,Dormant / At-Risk,0.088
F02865,Dormant / At-Risk,0.088
F00758,Dormant / At-Risk,0.088
F02841,Dormant / At-Risk,0.088
F05449,Dormant / At-Risk,0.088
F03475,Digital Browsers,0.088
F03466,Dormant / At-Risk,0.088
F01420,Dormant / At-Risk,0.088
F05477,Dormant / At-Risk,0.088
F04112,Digital Browsers,0.088
F05855,Dormant / At-Risk,0.087
F04874,Dormant / At-Risk,0.087
F05232,Digital Browsers,0.087
F04494,Digital Browsers,0.087
F01648,Dormant / At-Risk,0.087
F05017,Dormant / At-Risk,0.087
F04350,Dormant / At-Risk,0.087
F02246,Dormant / At-Risk,0.087
F02532,Digital Browsers,0.087
F02190,Dormant / At-Risk,0.087
F05849,Dormant / At-Risk,0.087
F02234,Casual Followers,0.087
F02042,Dormant / At-Risk,0.087
F05126,Dormant / At-Risk,0.087
F02087,Digital Browsers,0.087
F00669,Dormant / At-Risk,0.087
F03558,Dormant / At-Risk,0.087
F01132,Digital Browsers,0.087
F05575,Dormant / At-Risk,0.087
F04650,Dormant / At-Risk,0.087
F03180,Dormant / At-Risk,0.087
F05211,Digital Browsers,0.087
F03676,Dormant / At-Risk,0.087
F00546,Digital Browsers,0.087
F03803,Digital Browsers,0.087
F03790,Dormant / At-Risk,0.087
F04930,Dormant / At-Risk,0.087
F02265,Dormant / At-Risk,0.087
F04030,Dormant / At-Risk,0.087
F04069,Dormant / At-Risk,0.087
F04072,Digital Browsers,0.087
F03152,Digital Browsers,0.087
F02676,Dormant / At-Risk,0.087
F04149,Digital Browsers,0.087
F01117,Dormant / At-Risk,0.087
F05854,Dormant / At-Risk,0.087
F00281,Digital Browsers,0.087
F04777,Dormant / At-Risk,0.087
F02357,Dormant / At-Risk,0.087
F03922,Digital Browsers,0.087
F03704,Dormant / At-Risk,0.087
F04847,Dormant / At-Risk,0.087
F02426,Dormant / At-Risk,0.087
F01978,Digital Browsers,0.087
F04251,Dormant / At-Risk,0.087
F04755,Digital Browsers,0.087
F05837,Dormant / At-Risk,0.087
F02815,Dormant / At-Risk,0.087
F02995,Dormant / At-Risk,0.087
F01707,Dormant / At-Risk,0.087
F05300,Digital Browsers,0.087
F01551,Dormant / At-Risk,0.087
F04797,Dormant / At-Risk,0.087
F04255,Digital Browsers,0.087
F02600,Dormant / At-Risk,0.087
F04884,Dormant / At-Risk,0.087
F04893,Dormant / At-Risk,0.087
F05485,Dormant / At-Risk,0.087
F02483,Dormant / At-Risk,0.087
F00632,Digital Browsers,0.087
F02946,Dormant / At-Risk,0.087
F02932,Dormant / At-Risk,0.087
F03899,Dormant / At-Risk,0.087
F00483,Dormant / At-Risk,0.087
F00479,Dormant / At-Risk,0.087
F01486,Dormant / At-Risk,0.087
F00651,Dormant / At-Risk,0.087
F00366,Dormant / At-Risk,0.087
F02289,Dormant / At-Risk,0.087
F01121,Casual Followers,0.087
F01131,Dormant / At-Risk,0.087
F02485,Dormant / At-Risk,0.087
F05459,Dormant / At-Risk,0.087
F05269,Dormant / At-Risk,0.087
F03246,Dormant / At-Risk,0.087
F01398,Dormant / At-Risk,0.087
F01009,Dormant / At-Risk,0.087
F01062,Dormant / At-Risk,0.087
F01025,Digital Browsers,0.087
F02097,Dormant / At-Risk,0.087
F02157,Dormant / At-Risk,0.087
F03035,Digital Browsers,0.087
F00588,Dormant / At-Risk,0.087
F02490,Dormant / At-Risk,0.087
F01024,Dormant / At-Risk,0.087
F01019,Dormant / At-Risk,0.087
F05094,Dormant / At-Risk,0.087
F05069,Dormant / At-Risk,0.087
F00564,Dormant / At-Risk,0.087
F03894,Dormant / At-Risk,0.087
F05716,Digital Browsers,0.087
F01730,Dormant / At-Risk,0.087
F04453,Dormant / At-Risk,0.087
F04456,Dormant / At-Risk,0.087
F03912,Digital Browsers,0.087
F04470,Dormant / At-Risk,0.087
F01482,Digital Browsers,0.087
F00690,Dormant / At-Risk,0.087
F03535,Casual Followers,0.087
F03362,Dormant / At-Risk,0.087
F00580,Dormant / At-Risk,0.087
F02976,Dormant / At-Risk,0.087
F05928,Digital Browsers,0.087
F04668,Dormant / At-Risk,0.087
F00687,Dormant / At-Risk,0.087
F05910,Dormant / At-Risk,0.087
F03122,Dormant / At-Risk,0.087
F04766,Dormant / At-Risk,0.087
F00293,Dormant / At-Risk,0.087
F04373,Dormant / At-Risk,0.087
F02403,Digital Browsers,0.087
F00824,Dormant / At-Risk,0.087
F00822,Dormant / At-Risk,0.087
F00840,Digital Browsers,0.087
F02436,Dormant / At-Risk,0.087
F00389,Digital Browsers,0.087
F00766,Dormant / At-Risk,0.087
F02254,Digital Browsers,0.087
F04942,Dormant / At-Risk,0.087
F04956,Dormant / At-Risk,0.087
F00780,Dormant / At-Risk,0.087
F01263,Dormant / At-Risk,0.087
F00049,Digital Browsers,0.087
F02678,Dormant / At-Risk,0.087
F01326,Dormant / At-Risk,0.087
F04817,Dormant / At-Risk,0.087
F05405,Dormant / At-Risk,0.087
F05918,Dormant / At-Risk,0.087
F01895,Casual Followers,0.087
F02720,Dormant / At-Risk,0.087
F01906,Dormant / At-Risk,0.087
F03387,Digital Browsers,0.087
F05476,Dormant / At-Risk,0.087
F01186,Dormant / At-Risk,0.087
F01239,Dormant / At-Risk,0.087
F04535,Digital Browsers,0.087
F04533,Digital Browsers,0.087
F05747,Dormant / At-Risk,0.087
F05949,Dormant / At-Risk,0.087
F04540,Dormant / At-Risk,0.087
F02656,Dormant / At-Risk,0.087
F02660,Dormant / At-Risk,0.087
F00762,Casual Followers,0.087
F04999,Casual Followers,0.087
F05146,Dormant / At-Risk,0.087
F05748,Dormant / At-Risk,0.087
F05439,Digital Browsers,0.087
F04379,Dormant / At-Risk,0.087
F00700,Digital Browsers,0.087
F01282,Dormant / At-Risk,0.087
F02027,Dormant / At-Risk,0.087
F03792,Dormant / At-Risk,0.087
F00708,Dormant / At-Risk,0.087
F01377,Dormant / At-Risk,0.087
F01368,Dormant / At-Risk,0.087
F00504,Dormant / At-Risk,0.087
F05447,Dormant / At-Risk,0.087
F05448,Dormant / At-Risk,0.087
F02354,Digital Browsers,0.087
F02352,Dormant / At-Risk,0.087
F01840,Dormant / At-Risk,0.087
F01910,Casual Followers,0.087
F04586,Dormant / At-Risk,0.087
F03072,Digital Browsers,0.087
F01838,Dormant / At-Risk,0.087
F01198,Digital Browsers,0.087
F00339,Dormant / At-Risk,0.087
F00810,Dormant / At-Risk,0.087
F01447,Dormant / At-Risk,0.087
F04193,Dormant / At-Risk,0.086
F02736,Dormant / At-Risk,0.086
F01279,Dormant / At-Risk,0.086
F00023,Casual Followers,0.086
F05952,Dormant / At-Risk,0.086
F00262,Dormant / At-Risk,0.086
F01485,Dormant / At-Risk,0.086
F04869,Dormant / At-Risk,0.086
F00068,Dormant / At-Risk,0.086
F04849,Dormant / At-Risk,0.086
F00116,Dormant / At-Risk,0.086
F04537,Digital Browsers,0.086
F00779,Dormant / At-Risk,0.086
F00033,Dormant / At-Risk,0.086
F04176,Dormant / At-Risk,0.086
F04173,Dormant / At-Risk,0.086
F00111,Dormant / At-Risk,0.086
F04738,Dormant / At-Risk,0.086
F03891,Dormant / At-Risk,0.086
F03902,Dormant / At-Risk,0.086
F02694,Digital Browsers,0.086
F04746,Dormant / At-Risk,0.086
F03947,Digital Browsers,0.086
F00497,Dormant / At-Risk,0.086
F04603,Dormant / At-Risk,0.086
F04206,Digital Browsers,0.086
F01523,Digital Browsers,0.086
F03360,Digital Browsers,0.086
F02221,Digital Browsers,0.086
F05968,Digital Browsers,0.086
F02956,Dormant / At-Risk,0.086
F03530,Dormant / At-Risk,0.086
F03420,Digital Browsers,0.086
F02421,Dormant / At-Risk,0.086
F01223,Dormant / At-Risk,0.086
F01224,Dormant / At-Risk,0.086
F04272,Dormant / At-Risk,0.086
F02875,Dormant / At-Risk,0.086
F04617,Dormant / At-Risk,0.086
F05453,Digital Browsers,0.086
F03541,Dormant / At-Risk,0.086
F00287,Dormant / At-Risk,0.086
F00528,Digital Browsers,0.086
F03917,Digital Browsers,0.086
F02986,Dormant / At-Risk,0.086
F05391,Dormant / At-Risk,0.086
F05397,Dormant / At-Risk,0.086
F04844,Dormant / At-Risk,0.086
F05730,Dormant / At-Risk,0.086
F03095,Digital Browsers,0.086
F04148,Digital Browsers,0.086
F00576,Dormant / At-Risk,0.086
F03116,Digital Browsers,0.086
F03290,Digital Browsers,0.086
F00772,Dormant / At-Risk,0.086
F03350,Digital Browsers,0.086
F05041,Dormant / At-Risk,0.086
F01634,Dormant / At-Risk,0.086
F05508,Dormant / At-Risk,0.086
F01104,Dormant / At-Risk,0.086
F03602,Dormant / At-Risk,0.086
F03625,Dormant / At-Risk,0.086
F03479,Dormant / At-Risk,0.086
F01415,Dormant / At-Risk,0.086
F05505,Dormant / At-Risk,0.086
F00554,Digital Browsers,0.086
F04614,Dormant / At-Risk,0.086
F00364,Dormant / At-Risk,0.086
F02007,Dormant / At-Risk,0.086
F00392,Dormant / At-Risk,0.086
F00802,Dormant / At-Risk,0.086
F00797,Dormant / At-Risk,0.086
F05605,Digital Browsers,0.086
F01861,Dormant / At-Risk,0.086
F03725,Digital Browsers,0.086
F03150,Dormant / At-Risk,0.086
F03179,Dormant / At-Risk,0.086
F03165,Dormant / At-Risk,0.086
F00857,Dormant / At-Risk,0.086
F03696,Dormant / At-Risk,0.086
F05656,Dormant / At-Risk,0.086
F00125,Digital Browsers,0.086
F05602,Digital Browsers,0.086
F05615,Dormant / At-Risk,0.086
F00787,Casual Followers,0.086
F05192,Digital Browsers,0.086
F05190,Dormant / At-Risk,0.086
F04075,Dormant / At-Risk,0.086
F04019,Dormant / At-Risk,0.086
F04074,Digital Browsers,0.086
F04657,Dormant / At-Risk,0.086
F03740,Casual Followers,0.086
F03741,Dormant / At-Risk,0.086
F03197,Dormant / At-Risk,0.086
F03661,Digital Browsers,0.086
F04429,Dormant / At-Risk,0.086
F01690,Dormant / At-Risk,0.086
F00672,Dormant / At-Risk,0.086
F03520,Digital Browsers,0.086
F01297,Dormant / At-Risk,0.086
F05997,Dormant / At-Risk,0.086
F04820,Dormant / At-Risk,0.086
F02624,Dormant / At-Risk,0.086
F04814,Dormant / At-Risk,0.086
F04818,Dormant / At-Risk,0.086
F02627,Digital Browsers,0.086
F04158,Dormant / At-Risk,0.086
F02422,Dormant / At-Risk,0.086
F05744,Dormant / At-Risk,0.086
F00518,Dormant / At-Risk,0.086
F04515,Dormant / At-Risk,0.086
F02652,Digital Browsers,0.086
F02662,Digital Browsers,0.086
F04953,Dormant / At-Risk,0.086
F02312,Dormant / At-Risk,0.086
F04987,Dormant / At-Risk,0.086
F04300,Dormant / At-Risk,0.086
F02926,Dormant / At-Risk,0.086
F05767,Dormant / At-Risk,0.086
F03547,Dormant / At-Risk,0.086
F04672,Dormant / At-Risk,0.086
F04673,Dormant / At-Risk,0.086
F04397,Digital Browsers,0.086
F04909,Dormant / At-Risk,0.086
F04910,Dormant / At-Risk,0.086
F05168,Digital Browsers,0.086
F01929,Dormant / At-Risk,0.086
F04683,Dormant / At-Risk,0.086
F00390,Dormant / At-Risk,0.086
F04978,Dormant / At-Risk,0.086
F05712,Dormant / At-Risk,0.086
F03022,Dormant / At-Risk,0.086
F02134,Dormant / At-Risk,0.086
F00619,Dormant / At-Risk,0.086
F04704,Dormant / At-Risk,0.086
F04457,Dormant / At-Risk,0.086
F02036,Digital Browsers,0.086
F02038,Dormant / At-Risk,0.086
F03877,Digital Browsers,0.086
F01650,Dormant / At-Risk,0.086
F01653,Dormant / At-Risk,0.086
F01656,Dormant / At-Risk,0.086
F01699,Dormant / At-Risk,0.086
F03224,Dormant / At-Risk,0.086
F05556,Dormant / At-Risk,0.086
F04876,Dormant / At-Risk,0.086
F01703,Digital Browsers,0.086
F05320,Casual Followers,0.086
F04134,Dormant / At-Risk,0.086
F04786,Dormant / At-Risk,0.086
F02491,Dormant / At-Risk,0.086
F00432,Digital Browsers,0.086
F03956,Dormant / At-Risk,0.086
F00473,Digital Browsers,0.086
F03048,Dormant / At-Risk,0.086
F01044,Dormant / At-Risk,0.086
F01675,Digital Browsers,0.086
F00633,Digital Browsers,0.086
F02908,Dormant / At-Risk,0.086
F02291,Digital Browsers,0.086
F02486,Dormant / At-Risk,0.086
F05691,Dormant / At-Risk,0.086
F02462,Dormant / At-Risk,0.086
F00290,Dormant / At-Risk,0.086
F02796,Digital Browsers,0.086
F00274,Dormant / At-Risk,0.086
F04768,Dormant / At-Risk,0.086
F04774,Dormant / At-Risk,0.086
F02348,Dormant / At-Risk,0.086
F05792,Dormant / At-Risk,0.086
F00411,Dormant / At-Risk,0.086
F00398,Dormant / At-Risk,0.086
F03697,Dormant / At-Risk,0.086
F00894,Dormant / At-Risk,0.086
F03103,Dormant / At-Risk,0.086
F02324,Dormant / At-Risk,0.086
F03248,Dormant / At-Risk,0.086
F05240,Dormant / At-Risk,0.086
F01666,Digital Browsers,0.086
F04363,Dormant / At-Risk,0.086
F02794,Dormant / At-Risk,0.086
F02533,Dormant / At-Risk,0.086
F02827,Dormant / At-Risk,0.086
F00237,Dormant / At-Risk,0.086
F05688,Dormant / At-Risk,0.086
F00670,Dormant / At-Risk,0.086
F03844,Dormant / At-Risk,0.086
F05107,Dormant / At-Risk,0.086
F01750,Dormant / At-Risk,0.086
F03681,Dormant / At-Risk,0.086
F05685,Dormant / At-Risk,0.086
F03267,Dormant / At-Risk,0.086
F01756,Dormant / At-Risk,0.086
F00548,Dormant / At-Risk,0.085
F05984,Dormant / At-Risk,0.085
F00041,Dormant / At-Risk,0.085
F05409,Dormant / At-Risk,0.085
F05436,Dormant / At-Risk,0.085
F03427,Dormant / At-Risk,0.085
F04812,Dormant / At-Risk,0.085
F01290,Dormant / At-Risk,0.085
F05390,Dormant / At-Risk,0.085
F04182,Dormant / At-Risk,0.085
F00134,Dormant / At-Risk,0.085
F05915,Dormant / At-Risk,0.085
F04142,Dormant / At-Risk,0.085
F01574,Dormant / At-Risk,0.085
F01191,Dormant / At-Risk,0.085
F01527,Digital Browsers,0.085
F01520,Digital Browsers,0.085
F01532,Dormant / At-Risk,0.085
F00053,Casual Followers,0.085
F03051,Dormant / At-Risk,0.085
F00472,Dormant / At-Risk,0.085
F02949,Dormant / At-Risk,0.085
F02904,Casual Followers,0.085
F03927,Dormant / At-Risk,0.085
F00629,Dormant / At-Risk,0.085
F05060,Dormant / At-Risk,0.085
F03027,Dormant / At-Risk,0.085
F03852,Digital Browsers,0.085
F02902,Dormant / At-Risk,0.085
F05467,Dormant / At-Risk,0.085
F05472,Dormant / At-Risk,0.085
F01168,Digital Browsers,0.085
F01403,Dormant / At-Risk,0.085
F05377,Dormant / At-Risk,0.085
F00593,Digital Browsers,0.085
F03314,Dormant / At-Risk,0.085
F00224,Digital Browsers,0.085
F00182,Digital Browsers,0.085
F05331,Digital Browsers,0.085
F02556,Digital Browsers,0.085
F04861,Dormant / At-Risk,0.085
F01458,Dormant / At-Risk,0.085
F01471,Dormant / At-Risk,0.085
F03539,Dormant / At-Risk,0.085
F01187,Digital Browsers,0.085
F00183,Dormant / At-Risk,0.085
F04137,Dormant / At-Risk,0.085
F04236,Digital Browsers,0.085
F04615,Digital Browsers,0.085
F04612,Dormant / At-Risk,0.085
F05547,Dormant / At-Risk,0.085
F01466,Dormant / At-Risk,0.085
F01452,Dormant / At-Risk,0.085
F04353,Digital Browsers,0.085
F05131,Dormant / At-Risk,0.085
F02031,Dormant / At-Risk,0.085
F03874,Dormant / At-Risk,0.085
F04702,Dormant / At-Risk,0.085
F00702,Digital Browsers,0.085
F05670,Dormant / At-Risk,0.085
F05788,Digital Browsers,0.085
F00401,Dormant / At-Risk,0.085
F00558,Digital Browsers,0.085
F05710,Digital Browsers,0.085
F05066,Digital Browsers,0.085
F05105,Digital Browsers,0.085
F04810,Digital Browsers,0.085
F02739,Dormant / At-Risk,0.085
F02594,Dormant / At-Risk,0.085
F01609,Dormant / At-Risk,0.085
F04594,Dormant / At-Risk,0.085
F02566,Digital Browsers,0.085
F00160,Dormant / At-Risk,0.085
F01120,Dormant / At-Risk,0.085
F01125,Dormant / At-Risk,0.085
F05509,Digital Browsers,0.085
F03580,Digital Browsers,0.085
F02546,Dormant / At-Risk,0.085
F02561,Digital Browsers,0.085
F03244,Dormant / At-Risk,0.085
F01158,Dormant / At-Risk,0.085
F05484,Dormant / At-Risk,0.085
F02861,Dormant / At-Risk,0.085
F04962,Digital Browsers,0.085
F00726,Dormant / At-Risk,0.085
F00727,Dormant / At-Risk,0.085
F00728,Dormant / At-Risk,0.085
F00769,Dormant / At-Risk,0.085
F00757,Dormant / At-Risk,0.085
F01983,Dormant / At-Risk,0.085
F02025,Dormant / At-Risk,0.085
F00404,Dormant / At-Risk,0.085
F00697,Dormant / At-Risk,0.085
F00704,Digital Browsers,0.085
F00773,Dormant / At-Risk,0.085
F02118,Digital Browsers,0.085
F05085,Dormant / At-Risk,0.085
F04685,Digital Browsers,0.085
F05133,Dormant / At-Risk,0.085
F01621,Digital Browsers,0.085
F05284,Dormant / At-Risk,0.085
F04877,Dormant / At-Risk,0.085
F04885,Dormant / At-Risk,0.085
F01014,Digital Browsers,0.085
F03307,Dormant / At-Risk,0.085
F03564,Dormant / At-Risk,0.085
F03623,Dormant / At-Risk,0.085
F05286,Dormant / At-Risk,0.085
F01084,Dormant / At-Risk,0.085
F01563,Digital Browsers,0.085
F01584,Digital Browsers,0.085
F02513,Dormant / At-Risk,0.085
F04795,Dormant / At-Risk,0.085
F04243,Dormant / At-Risk,0.085
F04625,Digital Browsers,0.085
F03665,Dormant / At-Risk,0.085
F03668,Dormant / At-Risk,0.085
F03599,Digital Browsers,0.085
F03601,Dormant / At-Risk,0.085
F05830,Dormant / At-Risk,0.085
F02431,Dormant / At-Risk,0.085
F02829,Dormant / At-Risk,0.085
F01934,Digital Browsers,0.085
F04427,Dormant / At-Risk,0.085
F04662,Dormant / At-Risk,0.085
F04665,Dormant / At-Risk,0.085
F00755,Digital Browsers,0.085
F05818,Dormant / At-Risk,0.085
F03731,Digital Browsers,0.085
F01811,Dormant / At-Risk,0.085
F04406,Dormant / At-Risk,0.085
F00742,Dormant / At-Risk,0.085
F00746,Dormant / At-Risk,0.085
F02009,Dormant / At-Risk,0.085
F02015,Digital Browsers,0.085
F03118,Digital Browsers,0.085
F01883,Dormant / At-Risk,0.085
F02412,Dormant / At-Risk,0.085
F04092,Digital Browsers,0.085
F05184,Dormant / At-Risk,0.085
F03163,Casual Followers,0.085
F03171,Dormant / At-Risk,0.085
F01854,Dormant / At-Risk,0.085
F05608,Dormant / At-Risk,0.085
F03721,Dormant / At-Risk,0.085
F03714,Dormant / At-Risk,0.085
F00902,Dormant / At-Risk,0.085
F01962,Digital Browsers,0.085
F01912,Dormant / At-Risk,0.085
F01866,Dormant / At-Risk,0.085
F04077,Digital Browsers,0.085
F02779,Casual Followers,0.085
F02785,Dormant / At-Risk,0.085
F02790,Digital Browsers,0.085
F04474,Dormant / At-Risk,0.085
F04467,Dormant / At-Risk,0.085
F00239,Dormant / At-Risk,0.085
F03231,Dormant / At-Risk,0.085
F01738,Dormant / At-Risk,0.085
F01015,Digital Browsers,0.085
F03191,Dormant / At-Risk,0.085
F03204,Digital Browsers,0.085
F00270,Digital Browsers,0.085
F03218,Dormant / At-Risk,0.085
F03270,Dormant / At-Risk,0.085
F02506,Digital Browsers,0.085
F02507,Dormant / At-Risk,0.085
F02492,Casual Followers,0.085
F01790,Dormant / At-Risk,0.085
F00953,Dormant / At-Risk,0.085
F04640,Dormant / At-Risk,0.085
F04651,Digital Browsers,0.085
F00941,Dormant / At-Risk,0.085
F02458,Dormant / At-Risk,0.085
F00949,Dormant / At-Risk,0.085
F05623,Digital Browsers,0.085
F00302,Dormant / At-Risk,0.085
F04043,Dormant / At-Risk,0.085
F03182,Dormant / At-Risk,0.085
F05216,Dormant / At-Risk,0.085
F05760,Digital Browsers,0.085
F04303,Dormant / At-Risk,0.085
F03975,Digital Browsers,0.085
F04994,Dormant / At-Risk,0.085
F03993,Dormant / At-Risk,0.085
F03962,Dormant / At-Risk,0.085
F05758,Dormant / At-Risk,0.085
F02170,Digital Browsers,0.085
F02180,Dormant / At-Risk,0.085
F01264,Digital Browsers,0.085
F01317,Dormant / At-Risk,0.085
F01320,Dormant / At-Risk,0.085
F02985,Dormant / At-Risk,0.085
F05008,Casual Followers,0.085
F05024,Digital Browsers,0.085
F02758,Digital Browsers,0.085
F01151,Dormant / At-Risk,0.085
F05455,Digital Browsers,0.085
F02609,Digital Browsers,0.085
F04514,Dormant / At-Risk,0.085
F03345,Dormant / At-Risk,0.085
F03399,Dormant / At-Risk,0.085
F04157,Dormant / At-Risk,0.085
F03376,Dormant / At-Risk,0.085
F01446,Dormant / At-Risk,0.085
F01449,Dormant / At-Risk,0.085
F03463,Digital Browsers,0.085
F02760,Dormant / At-Risk,0.085
F02666,Dormant / At-Risk,0.085
F04551,Digital Browsers,0.085
F01302,Digital Browsers,0.085
F00069,Digital Browsers,0.085
F01210,Dormant / At-Risk,0.085
F01227,Dormant / At-Risk,0.085
F05942,Digital Browsers,0.084
F01349,Casual Followers,0.084
F01216,Digital Browsers,0.084
F04576,Dormant / At-Risk,0.084
F02750,Digital Browsers,0.084
F04560,Dormant / At-Risk,0.084
F04510,Dormant / At-Risk,0.084
F03507,Dormant / At-Risk,0.084
F04108,Dormant / At-Risk,0.084
F00200,Dormant / At-Risk,0.084
F00143,Digital Browsers,0.084
F02744,Dormant / At-Risk,0.084
F01161,Dormant / At-Risk,0.084
F01265,Digital Browsers,0.084
F01276,Dormant / At-Risk,0.084
F04317,Digital Browsers,0.084
F04326,Digital Browsers,0.084
F00547,Dormant / At-Risk,0.084
F04330,Dormant / At-Risk,0.084
F02308,Digital Browsers,0.084
F04983,Dormant / At-Risk,0.084
F04973,Dormant / At-Risk,0.084
F02979,Digital Browsers,0.084
F04725,Dormant / At-Risk,0.084
F05759,Dormant / At-Risk,0.084
F05766,Dormant / At-Risk,0.084
F05770,Dormant / At-Risk,0.084
F00078,Dormant / At-Risk,0.084
F00099,Dormant / At-Risk,0.084
F02724,Dormant / At-Risk,0.084
F00360,Dormant / At-Risk,0.084
F00348,Dormant / At-Risk,0.084
F03184,Dormant / At-Risk,0.084
F05225,Dormant / At-Risk,0.084
F00853,Dormant / At-Risk,0.084
F05557,Digital Browsers,0.084
F00942,Dormant / At-Risk,0.084
F02494,Dormant / At-Risk,0.084
F04647,Dormant / At-Risk,0.084
F04649,Dormant / At-Risk,0.084
F00325,Digital Browsers,0.084
F00277,Dormant / At-Risk,0.084
