fan_id,city,favorite_team,age,segment,loyalty_points,sessions,conversion_rate
F02798,Chennai,Portugal,31,Dormant / At-Risk,8,1.0,0.0
F02799,Ahmedabad,Morocco,22,Dormant / At-Risk,5,2.0,0.0
F02800,Hyderabad,England,28,Casual Followers,27,2.0,0.0
F02801,Mumbai,Portugal,36,Digital Browsers,1,4.0,0.0
F02802,Ahmedabad,Brazil,17,Digital Browsers,59,5.0,0.0
F02803,Ahmedabad,England,35,High Engagers,28,4.0,0.25
F02804,Ahmedabad,USA,34,Dormant / At-Risk,12,3.0,0.0
F02805,Ahmedabad,Croatia,16,Digital Browsers,56,7.0,0.0
F02806,Pune,Morocco,22,Dormant / At-Risk,53,1.0,0.0
F02807,Hyderabad,Germany,47,High Engagers,12,4.0,0.25
F02808,Chennai,England,19,Digital Browsers,4,4.0,0.0
F02809,Chennai,England,23,Dormant / At-Risk,1,1.0,0.0
F02810,Hyderabad,Belgium,26,High Engagers,4,4.0,0.25
F02811,Delhi,Belgium,29,Dormant / At-Risk,21,1.0,0.0
F02812,Chennai,England,18,Digital Browsers,11,4.0,0.0
F02813,Ahmedabad,Japan,16,Digital Browsers,5,7.0,0.0
F02814,Bengaluru,Netherlands,34,Dormant / At-Risk,47,1.0,0.0
F02815,Kolkata,Portugal,17,Dormant / At-Risk,81,3.0,0.0
F02816,Bengaluru,Morocco,26,Casual Followers,46,3.0,0.0
F02817,Kolkata,Spain,40,Dormant / At-Risk,50,3.0,0.0
F02818,Pune,Netherlands,32,High Engagers,31,2.0,0.5
F02819,Pune,Spain,43,Dormant / At-Risk,48,2.0,0.0
F02820,Hyderabad,France,24,Casual Followers,42,4.0,0.0
F02821,Ahmedabad,England,46,Digital Browsers,55,5.0,0.2
F02822,Chennai,England,22,Dormant / At-Risk,96,1.0,0.0
F02823,Bengaluru,France,32,Dormant / At-Risk,18,2.0,0.0
F02824,Kolkata,Morocco,36,Digital Browsers,11,6.0,0.0
F02825,Kolkata,Brazil,24,Digital Browsers,46,4.0,0.0
F02826,Hyderabad,Argentina,35,Digital Browsers,23,5.0,0.0
F02827,Delhi,Netherlands,39,Dormant / At-Risk,25,0.0,0.0
F02828,Ahmedabad,India,41,Dormant / At-Risk,36,2.0,0.0
F02829,Ahmedabad,Portugal,38,Dormant / At-Risk,19,2.0,0.0
F02830,Mumbai,England,30,Casual Followers,86,2.0,0.0
F02831,Hyderabad,France,42,Dormant / At-Risk,20,3.0,0.0
F02832,Delhi,Spain,43,High Engagers,98,3.0,0.3333333333333333
F02833,Kolkata,England,26,Dormant / At-Risk,6,3.0,0.0
F02834,Bengaluru,Portugal,31,Dormant / At-Risk,194,0.0,0.0
F02835,Ahmedabad,Netherlands,21,Dormant / At-Risk,22,2.0,0.0
F02836,Pune,France,27,Casual Followers,77,3.0,0.0
F02837,Hyderabad,USA,17,Casual Followers,7,2.0,0.0
F02838,Kolkata,Morocco,19,Digital Browsers,6,5.0,0.0
F02839,Ahmedabad,India,20,Dormant / At-Risk,43,3.0,0.0
F02840,Chennai,Brazil,33,Casual Followers,21,2.0,0.0
F02841,Delhi,England,32,Dormant / At-Risk,35,0.0,0.0
F02842,Bengaluru,Belgium,23,Digital Browsers,54,4.0,0.0
F02843,Chennai,Brazil,16,Digital Browsers,27,5.0,0.2
F02844,Chennai,France,35,High Engagers,24,2.0,0.5
F02845,Delhi,Japan,27,Super Fans,272,1.0,0.0
F02846,Kolkata,Argentina,28,Dormant / At-Risk,0,2.0,0.0
F02847,Hyderabad,Argentina,35,Digital Browsers,24,4.0,0.0
F02848,Mumbai,Brazil,20,Digital Browsers,23,4.0,0.0
F02849,Kolkata,Morocco,50,Digital Browsers,2,5.0,0.0
F02850,Mumbai,Germany,23,Dormant / At-Risk,34,2.0,0.0
F02851,Pune,Morocco,38,Casual Followers,60,5.0,0.0
F02852,Kolkata,Argentina,31,Digital Browsers,23,7.0,0.14285714285714285
F02853,Delhi,Spain,29,Digital Browsers,27,5.0,0.0
F02854,Chennai,Japan,24,Dormant / At-Risk,122,1.0,0.0
F02855,Chennai,Portugal,41,Dormant / At-Risk,12,2.0,0.0
F02856,Mumbai,Portugal,46,Dormant / At-Risk,224,2.0,0.0
F02857,Kolkata,France,38,Dormant / At-Risk,137,1.0,0.0
F02858,Delhi,India,25,High Engagers,55,3.0,0.3333333333333333
F02859,Chennai,Portugal,16,Dormant / At-Risk,24,3.0,0.0
F02860,Ahmedabad,Portugal,30,Dormant / At-Risk,28,3.0,0.0
F02861,Delhi,Germany,33,Dormant / At-Risk,108,3.0,0.0
F02862,Pune,Morocco,20,Digital Browsers,54,6.0,0.0
F02863,Ahmedabad,Italy,24,Dormant / At-Risk,4,3.0,0.0
F02864,Mumbai,Mexico,27,Digital Browsers,6,5.0,0.2
F02865,Bengaluru,England,43,Dormant / At-Risk,25,3.0,0.0
F02866,Hyderabad,Portugal,22,Dormant / At-Risk,0,3.0,0.0
F02867,Bengaluru,Morocco,39,Dormant / At-Risk,20,2.0,0.0
F02868,Bengaluru,Japan,16,Digital Browsers,143,4.0,0.0
F02869,Chennai,France,16,Dormant / At-Risk,14,2.0,0.0
F02870,Ahmedabad,Netherlands,37,Dormant / At-Risk,26,3.0,0.0
F02871,Delhi,Argentina,27,Digital Browsers,95,5.0,0.0
F02872,Mumbai,Mexico,32,Dormant / At-Risk,51,0.0,0.0
F02873,Kolkata,Argentina,21,Digital Browsers,92,7.0,0.0
F02874,Chennai,Mexico,31,Dormant / At-Risk,24,1.0,0.0
F02875,Chennai,Germany,32,Dormant / At-Risk,20,3.0,0.0
F02876,Mumbai,Portugal,29,Digital Browsers,8,5.0,0.0
F02877,Pune,Brazil,39,Digital Browsers,36,5.0,0.0
F02878,Mumbai,Germany,43,Dormant / At-Risk,21,2.0,0.0
F02879,Pune,India,23,Casual Followers,21,3.0,0.0
F02880,Ahmedabad,Germany,45,Digital Browsers,143,5.0,0.0
F02881,Pune,Germany,33,Dormant / At-Risk,55,2.0,0.0
F02882,Mumbai,England,26,Digital Browsers,1,5.0,0.0
F02883,Chennai,Belgium,33,Digital Browsers,15,8.0,0.0
F02884,Pune,Netherlands,19,Dormant / At-Risk,25,3.0,0.0
F02885,Hyderabad,England,38,Casual Followers,8,4.0,0.0
F02886,Kolkata,France,24,High Engagers,60,2.0,0.5
F02887,Kolkata,England,26,Casual Followers,18,2.0,0.0
F02888,Kolkata,Morocco,22,Digital Browsers,30,4.0,0.0
F02889,Ahmedabad,Italy,17,Digital Browsers,94,9.0,0.0
F02890,Chennai,Morocco,29,Super Fans,304,7.0,0.0
F02891,Ahmedabad,India,16,Digital Browsers,29,10.0,0.2
F02892,Mumbai,Belgium,40,Dormant / At-Risk,256,2.0,0.0
F02893,Delhi,France,34,High Engagers,83,1.0,1.0
F02894,Pune,France,16,Casual Followers,40,1.0,0.0
F02895,Pune,Germany,44,Digital Browsers,69,5.0,0.0
F02896,Pune,Spain,23,Casual Followers,54,4.0,0.0
F02897,Chennai,France,28,Digital Browsers,43,6.0,0.16666666666666666
F02898,Pune,Portugal,28,Dormant / At-Risk,30,3.0,0.0
F02899,Chennai,Croatia,31,Dormant / At-Risk,32,0.0,0.0
F02900,Delhi,France,18,Dormant / At-Risk,120,2.0,0.0
F02901,Pune,India,31,Dormant / At-Risk,7,3.0,0.0
F02902,Bengaluru,Italy,30,Dormant / At-Risk,68,2.0,0.0
F02903,Bengaluru,Portugal,23,Casual Followers,34,1.0,0.0
F02904,Hyderabad,Mexico,21,Casual Followers,26,3.0,0.0
F02905,Kolkata,India,30,Dormant / At-Risk,45,0.0,0.0
F02906,Pune,England,49,High Engagers,3,5.0,0.4
F02907,Mumbai,Belgium,28,Dormant / At-Risk,223,2.0,0.0
F02908,Pune,England,17,Dormant / At-Risk,181,2.0,0.0
F02909,Bengaluru,France,16,Dormant / At-Risk,64,3.0,0.0
F02910,Chennai,Portugal,23,Digital Browsers,25,4.0,0.0
F02911,Bengaluru,France,44,Dormant / At-Risk,91,0.0,0.0
F02912,Mumbai,Germany,30,High Engagers,40,3.0,0.6666666666666666
F02913,Hyderabad,Spain,41,Casual Followers,94,4.0,0.0
F02914,Delhi,France,31,Super Fans,344,7.0,0.0
F02915,Mumbai,Portugal,27,Digital Browsers,39,6.0,0.16666666666666666
F02916,Delhi,Argentina,21,High Engagers,41,3.0,0.3333333333333333
F02917,Delhi,Portugal,37,Digital Browsers,42,7.0,0.0
F02918,Mumbai,Brazil,30,Digital Browsers,84,5.0,0.0
F02919,Pune,Argentina,22,Dormant / At-Risk,10,1.0,0.0
F02920,Delhi,France,41,Dormant / At-Risk,64,2.0,0.0
F02921,Hyderabad,Netherlands,42,High Engagers,18,4.0,0.25
F02922,Bengaluru,Argentina,17,Dormant / At-Risk,17,3.0,0.0
F02923,Mumbai,Germany,21,Digital Browsers,25,5.0,0.0
F02924,Bengaluru,Germany,33,Digital Browsers,53,6.0,0.0
F02925,Chennai,Japan,34,Digital Browsers,52,5.0,0.0
F02926,Delhi,Brazil,27,Dormant / At-Risk,124,3.0,0.0
F02927,Delhi,Brazil,48,Dormant / At-Risk,153,3.0,0.0
F02928,Bengaluru,Brazil,21,High Engagers,29,2.0,0.5
F02929,Mumbai,Brazil,35,Casual Followers,134,2.0,0.0
F02930,Pune,Portugal,29,Casual Followers,188,4.0,0.0
F02931,Bengaluru,Argentina,27,Casual Followers,11,1.0,0.0
F02932,Hyderabad,USA,32,Dormant / At-Risk,58,3.0,0.0
F02933,Pune,Argentina,17,Casual Followers,18,3.0,0.0
F02934,Mumbai,England,21,Dormant / At-Risk,26,1.0,0.0
F02935,Delhi,Germany,28,Dormant / At-Risk,159,1.0,0.0
F02936,Mumbai,Germany,27,Dormant / At-Risk,5,1.0,0.0
F02937,Ahmedabad,Morocco,31,Digital Browsers,5,5.0,0.0
F02938,Pune,Argentina,37,High Engagers,43,1.0,1.0
F02939,Pune,England,16,Digital Browsers,15,4.0,0.0
F02940,Ahmedabad,Japan,36,Dormant / At-Risk,19,3.0,0.0
F02941,Bengaluru,Spain,38,Casual Followers,7,3.0,0.0
F02942,Mumbai,Brazil,18,Digital Browsers,28,6.0,0.0
F02943,Mumbai,USA,20,Super Fans,355,2.0,0.0
F02944,Delhi,Argentina,42,Dormant / At-Risk,98,2.0,0.0
F02945,Mumbai,Netherlands,40,Digital Browsers,0,5.0,0.0
F02946,Mumbai,Spain,24,Dormant / At-Risk,56,3.0,0.0
F02947,Hyderabad,Portugal,24,Digital Browsers,49,5.0,0.0
F02948,Mumbai,Spain,27,Casual Followers,44,3.0,0.0
F02949,Mumbai,Argentina,29,Dormant / At-Risk,19,3.0,0.0
F02950,Mumbai,Brazil,31,Dormant / At-Risk,90,3.0,0.0
F02951,Chennai,Germany,40,High Engagers,22,4.0,0.25
F02952,Kolkata,Italy,34,High Engagers,59,1.0,1.0
F02953,Mumbai,India,22,Casual Followers,69,3.0,0.0
F02954,Ahmedabad,Japan,18,Casual Followers,42,4.0,0.0
F02955,Mumbai,France,29,Digital Browsers,36,4.0,0.0
F02956,Delhi,Brazil,31,Dormant / At-Risk,10,3.0,0.0
F02957,Mumbai,France,32,Casual Followers,35,3.0,0.0
F02958,Hyderabad,France,34,Super Fans,257,3.0,0.0
F02959,Bengaluru,Argentina,36,Digital Browsers,12,7.0,0.0
F02960,Chennai,Netherlands,23,Dormant / At-Risk,41,3.0,0.0
F02961,Ahmedabad,Netherlands,29,Dormant / At-Risk,6,0.0,0.0
F02962,Kolkata,France,16,Dormant / At-Risk,184,3.0,0.0
F02963,Delhi,Germany,26,Super Fans,391,3.0,0.0
F02964,Bengaluru,Portugal,27,Dormant / At-Risk,32,3.0,0.0
F02965,Bengaluru,France,41,Casual Followers,101,4.0,0.0
F02966,Kolkata,Croatia,32,High Engagers,2,3.0,0.3333333333333333
F02967,Kolkata,Brazil,30,Casual Followers,42,3.0,0.0
F02968,Delhi,England,22,Dormant / At-Risk,61,3.0,0.0
F02969,Mumbai,Spain,50,Dormant / At-Risk,11,1.0,0.0
F02970,Mumbai,Mexico,39,Dormant / At-Risk,34,3.0,0.0
F02971,Chennai,England,24,Dormant / At-Risk,38,1.0,0.0
F02972,Chennai,Argentina,34,Casual Followers,229,2.0,0.0
F02973,Bengaluru,Japan,21,Dormant / At-Risk,32,3.0,0.0
F02974,Bengaluru,Japan,17,Digital Browsers,10,4.0,0.0
F02975,Chennai,Brazil,28,Casual Followers,40,2.0,0.0
F02976,Bengaluru,Brazil,43,Dormant / At-Risk,2,3.0,0.0
F02977,Delhi,Germany,16,Dormant / At-Risk,66,3.0,0.0
F02978,Ahmedabad,Germany,32,Dormant / At-Risk,86,4.0,0.0
F02979,Kolkata,Argentina,26,Digital Browsers,144,5.0,0.0
F02980,Delhi,England,19,Dormant / At-Risk,14,3.0,0.0
F02981,Chennai,Germany,39,Digital Browsers,40,6.0,0.0
F02982,Delhi,Portugal,20,Digital Browsers,2,5.0,0.0
F02983,Mumbai,India,31,Dormant / At-Risk,12,2.0,0.0
F02984,Ahmedabad,France,16,Dormant / At-Risk,47,3.0,0.0
F02985,Ahmedabad,Netherlands,47,Dormant / At-Risk,26,3.0,0.0
F02986,Chennai,Spain,22,Dormant / At-Risk,55,0.0,0.0
F02987,Pune,England,44,Dormant / At-Risk,9,2.0,0.0
F02988,Bengaluru,England,16,Super Fans,398,5.0,0.2
F02989,Delhi,Portugal,37,Dormant / At-Risk,58,2.0,0.0
F02990,Mumbai,Japan,28,Digital Browsers,19,5.0,0.0
F02991,Pune,Brazil,28,Casual Followers,17,2.0,0.0
F02992,Chennai,France,18,Casual Followers,59,4.0,0.0
F02993,Mumbai,USA,36,Dormant / At-Risk,136,1.0,0.0
F02994,Chennai,Germany,19,Digital Browsers,76,7.0,0.14285714285714285
F02995,Pune,England,36,Dormant / At-Risk,204,1.0,0.0
F02996,Ahmedabad,Germany,30,Digital Browsers,22,4.0,0.0
F02997,Ahmedabad,Portugal,27,High Engagers,56,4.0,0.25
F02998,Kolkata,France,41,Dormant / At-Risk,24,3.0,0.0
F02999,Pune,Mexico,23,Digital Browsers,4,4.0,0.0
F03000,Hyderabad,Argentina,21,Casual Followers,217,4.0,0.0
F03001,Delhi,England,27,Casual Followers,108,4.0,0.0
F03002,Ahmedabad,Japan,33,High Engagers,36,3.0,0.3333333333333333
F03003,Hyderabad,Argentina,24,Dormant / At-Risk,12,1.0,0.0
F03004,Delhi,Spain,20,Super Fans,320,2.0,0.0
F03005,Chennai,Spain,37,Digital Browsers,13,4.0,0.0
F03006,Hyderabad,Spain,30,Dormant / At-Risk,84,1.0,0.0
F03007,Hyderabad,Argentina,20,Super Fans,857,3.0,0.0
F03008,Bengaluru,USA,29,Casual Followers,13,3.0,0.0
F03009,Ahmedabad,Brazil,26,Digital Browsers,26,5.0,0.0
F03010,Mumbai,Portugal,22,Super Fans,359,4.0,0.0
F03011,Delhi,France,25,High Engagers,70,4.0,0.25
F03012,Chennai,Croatia,20,Dormant / At-Risk,5,3.0,0.0
F03013,Kolkata,Brazil,35,Dormant / At-Risk,89,1.0,0.0
F03014,Mumbai,Argentina,34,Digital Browsers,144,5.0,0.0
F03015,Chennai,Germany,32,Casual Followers,38,1.0,0.0
F03016,Pune,India,17,Super Fans,316,6.0,0.0
F03017,Ahmedabad,Japan,29,Dormant / At-Risk,23,1.0,0.0
F03018,Pune,Morocco,30,Digital Browsers,146,9.0,0.1111111111111111
F03019,Ahmedabad,Portugal,22,Digital Browsers,12,5.0,0.0
F03020,Chennai,Portugal,17,Dormant / At-Risk,20,3.0,0.0
F03021,Kolkata,Morocco,16,Casual Followers,24,3.0,0.0
F03022,Mumbai,Argentina,41,Dormant / At-Risk,45,3.0,0.0
F03023,Delhi,Belgium,30,Digital Browsers,14,5.0,0.0
F03024,Pune,Argentina,26,Dormant / At-Risk,32,3.0,0.0
F03025,Pune,Germany,39,Digital Browsers,10,4.0,0.0
F03026,Kolkata,India,28,Digital Browsers,4,6.0,0.0
F03027,Mumbai,Germany,27,Dormant / At-Risk,9,3.0,0.0
F03028,Hyderabad,Japan,25,Casual Followers,5,3.0,0.0
F03029,Kolkata,France,22,Digital Browsers,130,6.0,0.0
F03030,Mumbai,Croatia,45,Digital Browsers,87,4.0,0.0
F03031,Bengaluru,Brazil,16,Digital Browsers,7,7.0,0.0
F03032,Bengaluru,Morocco,19,Casual Followers,7,4.0,0.0
F03033,Pune,USA,34,Casual Followers,15,2.0,0.0
F03034,Chennai,Argentina,22,Dormant / At-Risk,1,2.0,0.0
F03035,Kolkata,Germany,23,Digital Browsers,52,4.0,0.0
F03036,Bengaluru,Belgium,26,Digital Browsers,6,4.0,0.0
F03037,Chennai,Germany,30,Casual Followers,61,2.0,0.0
F03038,Delhi,Germany,39,Dormant / At-Risk,10,2.0,0.0
F03039,Hyderabad,Spain,31,High Engagers,37,3.0,0.3333333333333333
F03040,Delhi,Portugal,25,Dormant / At-Risk,21,3.0,0.0
F03041,Kolkata,Portugal,24,Digital Browsers,109,6.0,0.0
F03042,Hyderabad,USA,19,Digital Browsers,26,6.0,0.0
F03043,Kolkata,Portugal,48,Digital Browsers,30,10.0,0.1
F03044,Ahmedabad,Belgium,44,Casual Followers,82,2.0,0.0
F03045,Pune,Spain,18,Dormant / At-Risk,9,1.0,0.0
F03046,Delhi,Brazil,18,High Engagers,109,3.0,0.3333333333333333
F03047,Kolkata,Portugal,33,Dormant / At-Risk,55,3.0,0.0
F03048,Bengaluru,India,35,Dormant / At-Risk,2,1.0,0.0
F03049,Kolkata,Germany,50,Dormant / At-Risk,3,3.0,0.0
F03050,Pune,USA,18,Digital Browsers,40,5.0,0.0
F03051,Chennai,Croatia,24,Dormant / At-Risk,52,2.0,0.0
F03052,Bengaluru,Spain,29,Casual Followers,67,3.0,0.0
F03053,Hyderabad,Argentina,34,Casual Followers,95,1.0,0.0
F03054,Chennai,Brazil,37,High Engagers,57,3.0,0.3333333333333333
F03055,Mumbai,India,30,Digital Browsers,33,4.0,0.0
F03056,Delhi,France,38,Casual Followers,148,4.0,0.0
F03057,Ahmedabad,Argentina,25,Dormant / At-Risk,2,2.0,0.0
F03058,Chennai,France,28,Dormant / At-Risk,26,1.0,0.0
F03059,Kolkata,Brazil,30,Casual Followers,22,1.0,0.0
F03060,Chennai,Portugal,19,Super Fans,443,5.0,0.0
F03061,Mumbai,Spain,55,Digital Browsers,57,6.0,0.16666666666666666
F03062,Hyderabad,Brazil,39,Casual Followers,109,3.0,0.0
F03063,Kolkata,England,30,Digital Browsers,24,6.0,0.0
F03064,Chennai,Germany,31,Dormant / At-Risk,3,2.0,0.0
F03065,Delhi,Mexico,28,Dormant / At-Risk,153,3.0,0.0
F03066,Chennai,Argentina,17,High Engagers,68,5.0,0.4
F03067,Chennai,Croatia,21,High Engagers,2,3.0,0.3333333333333333
F03068,Pune,Portugal,32,Casual Followers,162,3.0,0.0
F03069,Ahmedabad,Germany,16,Digital Browsers,96,5.0,0.0
F03070,Kolkata,Portugal,25,Super Fans,424,0.0,0.0
F03071,Ahmedabad,England,35,Dormant / At-Risk,128,4.0,0.0
F03072,Delhi,Mexico,47,Digital Browsers,28,4.0,0.0
F03073,Kolkata,Morocco,16,Digital Browsers,43,4.0,0.0
F03074,Delhi,Argentina,28,Casual Followers,7,3.0,0.0
F03075,Delhi,India,17,Dormant / At-Risk,5,1.0,0.0
F03076,Chennai,Mexico,42,Dormant / At-Risk,5,1.0,0.0
F03077,Bengaluru,Spain,28,Dormant / At-Risk,84,2.0,0.0
F03078,Kolkata,Brazil,45,Dormant / At-Risk,21,2.0,0.0
F03079,Ahmedabad,Brazil,22,Digital Browsers,66,8.0,0.25
F03080,Kolkata,Brazil,19,Dormant / At-Risk,16,1.0,0.0
F03081,Bengaluru,Spain,38,Dormant / At-Risk,46,1.0,0.0
F03082,Delhi,Brazil,18,Casual Followers,92,3.0,0.0
F03083,Bengaluru,Spain,30,Dormant / At-Risk,174,2.0,0.0
F03084,Kolkata,Croatia,19,Dormant / At-Risk,4,3.0,0.0
F03085,Hyderabad,France,30,Casual Followers,20,3.0,0.0
F03086,Kolkata,Japan,16,Digital Browsers,32,6.0,0.0
F03087,Hyderabad,Spain,16,Digital Browsers,26,6.0,0.0
F03088,Chennai,France,39,Dormant / At-Risk,76,3.0,0.0
F03089,Mumbai,Belgium,22,Casual Followers,18,1.0,0.0
F03090,Pune,USA,20,Dormant / At-Risk,36,3.0,0.0
F03091,Kolkata,India,43,High Engagers,1,4.0,0.25
F03092,Pune,Japan,28,Casual Followers,48,3.0,0.0
F03093,Delhi,Brazil,27,High Engagers,360,1.0,1.0
F03094,Delhi,Spain,39,Digital Browsers,38,5.0,0.2
F03095,Mumbai,England,43,Digital Browsers,84,6.0,0.0
F03096,Hyderabad,Argentina,30,Casual Followers,104,3.0,0.0
F03097,Ahmedabad,Argentina,25,High Engagers,11,4.0,0.25
F03098,Ahmedabad,Spain,22,Digital Browsers,54,4.0,0.0
F03099,Bengaluru,Brazil,34,Dormant / At-Risk,5,3.0,0.0
F03100,Pune,France,19,Dormant / At-Risk,103,2.0,0.0
F03101,Mumbai,England,27,Digital Browsers,169,5.0,0.0
F03102,Bengaluru,Belgium,34,Casual Followers,43,3.0,0.0
F03103,Pune,England,34,Dormant / At-Risk,103,3.0,0.0
F03104,Chennai,India,34,Dormant / At-Risk,5,0.0,0.0
F03105,Hyderabad,England,16,Dormant / At-Risk,14,1.0,0.0
F03106,Chennai,Argentina,46,Digital Browsers,49,5.0,0.0
F03107,Ahmedabad,India,33,Dormant / At-Risk,27,0.0,0.0
F03108,Bengaluru,Italy,37,Digital Browsers,12,5.0,0.0
F03109,Ahmedabad,Spain,44,Dormant / At-Risk,7,4.0,0.0
F03110,Mumbai,Germany,19,Dormant / At-Risk,55,3.0,0.0
F03111,Pune,Brazil,16,Digital Browsers,22,4.0,0.0
F03112,Bengaluru,Portugal,18,Dormant / At-Risk,204,3.0,0.0
F03113,Delhi,Argentina,39,Dormant / At-Risk,38,1.0,0.0
F03114,Ahmedabad,Belgium,16,Dormant / At-Risk,31,2.0,0.0
F03115,Chennai,Brazil,28,Digital Browsers,78,7.0,0.0
F03116,Hyderabad,Portugal,18,Digital Browsers,71,6.0,0.0
F03117,Mumbai,Argentina,20,Digital Browsers,37,5.0,0.0
F03118,Ahmedabad,India,31,Digital Browsers,82,5.0,0.0
F03119,Chennai,Portugal,20,Digital Browsers,74,5.0,0.0
F03120,Delhi,Argentina,22,High Engagers,7,2.0,0.5
F03121,Pune,Argentina,31,Casual Followers,7,2.0,0.0
F03122,Delhi,Japan,20,Dormant / At-Risk,50,2.0,0.0
F03123,Chennai,Portugal,16,Digital Browsers,1,7.0,0.0
F03124,Bengaluru,Argentina,37,Digital Browsers,46,5.0,0.0
F03125,Ahmedabad,France,16,Digital Browsers,65,5.0,0.0
F03126,Bengaluru,Argentina,29,Super Fans,281,1.0,0.0
F03127,Kolkata,Germany,30,High Engagers,0,3.0,0.3333333333333333
F03128,Bengaluru,Spain,16,Dormant / At-Risk,16,2.0,0.0
F03129,Pune,Brazil,23,Super Fans,270,3.0,0.0
F03130,Ahmedabad,Germany,29,Dormant / At-Risk,2,2.0,0.0
F03131,Kolkata,Croatia,48,Super Fans,471,1.0,0.0
F03132,Pune,Belgium,33,High Engagers,67,3.0,0.3333333333333333
F03133,Pune,Spain,25,Digital Browsers,29,5.0,0.0
F03134,Hyderabad,Germany,22,Dormant / At-Risk,13,0.0,0.0
F03135,Delhi,Portugal,16,High Engagers,20,3.0,0.3333333333333333
F03136,Delhi,France,25,Dormant / At-Risk,51,2.0,0.0
F03137,Delhi,Germany,27,Casual Followers,32,4.0,0.0
F03138,Ahmedabad,USA,19,Dormant / At-Risk,26,2.0,0.0
F03139,Mumbai,Portugal,30,Casual Followers,242,4.0,0.0
F03140,Delhi,Spain,41,Digital Browsers,28,6.0,0.0
F03141,Ahmedabad,Argentina,39,Dormant / At-Risk,117,2.0,0.0
F03142,Bengaluru,Spain,29,Dormant / At-Risk,1,2.0,0.0
F03143,Pune,Portugal,51,Dormant / At-Risk,8,3.0,0.0
F03144,Chennai,Spain,40,Dormant / At-Risk,15,2.0,0.0
F03145,Pune,Portugal,16,Digital Browsers,116,5.0,0.0
F03146,Pune,Brazil,19,Casual Followers,62,4.0,0.0
F03147,Pune,Germany,37,Digital Browsers,78,8.0,0.125
F03148,Bengaluru,India,34,Dormant / At-Risk,1,2.0,0.0
F03149,Kolkata,Mexico,25,Casual Followers,55,5.0,0.0
F03150,Mumbai,India,41,Dormant / At-Risk,60,3.0,0.0
F03151,Pune,Mexico,26,Dormant / At-Risk,139,2.0,0.0
F03152,Bengaluru,Brazil,33,Digital Browsers,89,6.0,0.16666666666666666
F03153,Mumbai,Spain,18,Digital Browsers,5,5.0,0.0
F03154,Pune,Mexico,27,Dormant / At-Risk,28,1.0,0.0
F03155,Chennai,Portugal,33,Digital Browsers,32,7.0,0.0
F03156,Mumbai,France,16,Dormant / At-Risk,24,1.0,0.0
F03157,Hyderabad,Brazil,30,Dormant / At-Risk,109,2.0,0.0
F03158,Mumbai,Croatia,23,Dormant / At-Risk,7,2.0,0.0
F03159,Pune,Brazil,34,Digital Browsers,36,4.0,0.0
F03160,Pune,France,48,Digital Browsers,11,4.0,0.0
F03161,Pune,Portugal,33,Dormant / At-Risk,31,3.0,0.0
F03162,Bengaluru,Argentina,36,Casual Followers,125,2.0,0.0
F03163,Chennai,Morocco,22,Casual Followers,108,1.0,0.0
F03164,Delhi,France,44,Casual Followers,33,1.0,0.0
F03165,Chennai,USA,38,Dormant / At-Risk,69,3.0,0.0
F03166,Delhi,France,59,Digital Browsers,5,7.0,0.14285714285714285
F03167,Ahmedabad,Argentina,18,Digital Browsers,207,8.0,0.125
F03168,Delhi,India,27,High Engagers,33,4.0,0.25
F03169,Mumbai,Italy,29,Casual Followers,288,1.0,0.0
F03170,Chennai,Italy,22,Digital Browsers,2,5.0,0.0
F03171,Delhi,Spain,37,Dormant / At-Risk,50,4.0,0.0
F03172,Bengaluru,Morocco,16,Dormant / At-Risk,44,1.0,0.0
F03173,Chennai,Spain,33,Digital Browsers,190,8.0,0.25
F03174,Pune,Belgium,24,Casual Followers,131,2.0,0.0
F03175,Mumbai,Netherlands,16,High Engagers,37,3.0,0.3333333333333333
F03176,Kolkata,France,40,Dormant / At-Risk,139,2.0,0.0
F03177,Delhi,Japan,19,High Engagers,104,6.0,0.3333333333333333
F03178,Delhi,Germany,34,Digital Browsers,60,4.0,0.0
F03179,Delhi,Brazil,31,Dormant / At-Risk,2,1.0,0.0
F03180,Kolkata,Germany,25,Dormant / At-Risk,125,2.0,0.0
F03181,Kolkata,France,29,Super Fans,317,4.0,0.0
F03182,Delhi,Argentina,24,Dormant / At-Risk,18,2.0,0.0
F03183,Kolkata,France,16,Super Fans,747,4.0,0.25
F03184,Bengaluru,Croatia,28,Dormant / At-Risk,15,2.0,0.0
F03185,Ahmedabad,Japan,22,Digital Browsers,10,5.0,0.0
F03186,Pune,France,42,Digital Browsers,104,6.0,0.0
F03187,Delhi,Brazil,17,Dormant / At-Risk,11,2.0,0.0
F03188,Mumbai,France,25,Casual Followers,24,3.0,0.0
F03189,Pune,France,30,Casual Followers,17,2.0,0.0
F03190,Pune,Spain,33,Digital Browsers,31,6.0,0.0
F03191,Ahmedabad,Croatia,27,Dormant / At-Risk,18,2.0,0.0
F03192,Delhi,Spain,25,Dormant / At-Risk,15,3.0,0.0
F03193,Ahmedabad,Portugal,31,Digital Browsers,20,5.0,0.2
F03194,Kolkata,USA,16,Digital Browsers,9,5.0,0.0
F03195,Pune,England,46,Digital Browsers,40,4.0,0.0
F03196,Kolkata,Mexico,48,Casual Followers,34,4.0,0.0
